time,ECG
37.433,-0.016
37.434,-0.024
37.435,-0.035
37.436,-0.037
37.437,-0.045
37.438,-0.05
37.439,-0.043
37.44,-0.039
37.441,-0.046
37.442,-0.057
37.443,-0.063
37.444,-0.058
37.445,-0.045
37.446,-0.041
37.447,-0.046
37.448,-0.043
37.449,-0.033
37.45,-0.055
37.451,-0.087
37.452,-0.124
37.453,-0.147
37.454,-0.155
37.455,-0.153
37.456,-0.136
37.457,-0.121
37.458,-0.121
37.459,-0.114
37.46,-0.104
37.461,-0.093
37.462,-0.077
37.463,-0.064
37.464,-0.058
37.465,-0.068
37.466,-0.065
37.467,-0.056
37.468,-0.05
37.469,-0.049
37.47,-0.044
37.471,-0.037
37.472,-0.027
37.473,-0.025
37.474,-0.034
37.475,-0.033
37.476,-0.024
37.477,-0.031
37.478,-0.038
37.479,-0.044
37.48,-0.044
37.481,-0.049
37.482,-0.042
37.483,-0.032
37.484,-0.036
37.485,-0.041
37.486,-0.037
37.487,-0.04
37.488,-0.041
37.489,-0.036
37.49,-0.023
37.491,-0.014
37.492,-0.027
37.493,-0.028
37.494,-0.031
37.495,-0.033
37.496,-0.033
37.497,-0.035
37.498,-0.03
37.499,-0.022
37.5,-0.013
37.501,-0.017
37.502,-0.025
37.503,-0.016
37.504,-0.015
37.505,0
37.506,-0.003
37.507,0.003
37.508,0.029
37.509,0.044
37.51,0.048
37.511,0.052
37.512,0.053
37.513,0.076
37.514,0.075
37.515,0.057
37.516,0.089
37.517,0.111
37.518,0.123
37.519,0.139
37.52,0.163
37.521,0.191
37.522,0.238
37.523,0.315
37.524,0.397
37.525,0.477
37.526,0.558
37.527,0.634
37.528,0.737
37.529,0.815
37.53,0.868
37.531,0.904
37.532,0.911
37.533,0.929
37.534,0.949
37.535,0.945
37.536,0.918
37.537,0.854
37.538,0.732
37.539,0.588
37.54,0.431
37.541,0.235
37.542,0.022
37.543,-0.17
37.544,-0.362
37.545,-0.588
37.546,-0.883
37.547,-1.176
37.548,-1.358
37.549,-1.477
37.55,-1.544
37.551,-1.583
37.552,-1.57
37.553,-1.55
37.554,-1.53
37.555,-1.512
37.556,-1.488
37.557,-1.443
37.558,-1.391
37.559,-1.332
37.56,-1.257
37.561,-1.172
37.562,-1.085
37.563,-0.991
37.564,-0.876
37.565,-0.766
37.566,-0.68
37.567,-0.598
37.568,-0.518
37.569,-0.457
37.57,-0.388
37.571,-0.325
37.572,-0.262
37.573,-0.206
37.574,-0.143
37.575,-0.06
37.576,0
37.577,0.064
37.578,0.139
37.579,0.2
37.58,0.239
37.581,0.273
37.582,0.286
37.583,0.326
37.584,0.36
37.585,0.387
37.586,0.422
37.587,0.423
37.588,0.441
37.589,0.458
37.59,0.459
37.591,0.447
37.592,0.432
37.593,0.432
37.594,0.428
37.595,0.434
37.596,0.44
37.597,0.437
37.598,0.438
37.599,0.428
37.6,0.432
37.601,0.436
37.602,0.428
37.603,0.421
37.604,0.411
37.605,0.411
37.606,0.407
37.607,0.396
37.608,0.387
37.609,0.383
37.61,0.378
37.611,0.365
37.612,0.354
37.613,0.347
37.614,0.346
37.615,0.35
37.616,0.35
37.617,0.339
37.618,0.324
37.619,0.313
37.62,0.312
37.621,0.302
37.622,0.292
37.623,0.278
37.624,0.27
37.625,0.256
37.626,0.246
37.627,0.247
37.628,0.25
37.629,0.241
37.63,0.226
37.631,0.22
37.632,0.207
37.633,0.184
37.634,0.17
37.635,0.168
37.636,0.155
37.637,0.136
37.638,0.137
37.639,0.133
37.64,0.128
37.641,0.132
37.642,0.144
37.643,0.167
37.644,0.182
37.645,0.184
37.646,0.17
37.647,0.16
37.648,0.159
37.649,0.158
37.65,0.157
37.651,0.146
37.652,0.128
37.653,0.13
37.654,0.129
37.655,0.129
37.656,0.137
37.657,0.13
37.658,0.119
37.659,0.103
37.66,0.103
37.661,0.102
37.662,0.092
37.663,0.076
37.664,0.061
37.665,0.054
37.666,0.062
37.667,0.069
37.668,0.071
37.669,0.057
37.67,0.053
37.671,0.045
37.672,0.024
37.673,0.022
37.674,0.013
37.675,0.013
37.676,0.017
37.677,0.01
37.678,0.007
37.679,-0.003
37.68,-0.005
37.681,-0.002
37.682,-0.008
37.683,0.005
37.684,-0.003
37.685,-0.021
37.686,-0.024
37.687,-0.018
37.688,-0.015
37.689,-0.016
37.69,-0.018
37.691,-0.008
37.692,-0.002
37.693,0.002
37.694,0.002
37.695,-0.003
37.696,0.011
37.697,0.012
37.698,-0.002
37.699,-0.008
37.7,-0.013
37.701,-0.027
37.702,-0.026
37.703,-0.023
37.704,-0.033
37.705,-0.028
37.706,-0.018
37.707,-0.006
37.708,0
37.709,-0.006
37.71,0.001
37.711,0
37.712,-0.002
37.713,0
37.714,0.009
37.715,0.01
37.716,0.003
37.717,0.007
37.718,0.015
37.719,0.014
37.72,0.007
37.721,0.007
37.722,0.005
37.723,0.006
37.724,0.012
37.725,0.015
37.726,0.017
37.727,0.027
37.728,0.03
37.729,0.015
37.73,0.002
37.731,-0.015
37.732,-0.013
37.733,-0.007
37.734,0
37.735,0.011
37.736,0.01
37.737,0.014
37.738,-0.005
37.739,-0.014
37.74,-0.013
37.741,-0.025
37.742,-0.04
37.743,-0.047
37.744,-0.039
37.745,-0.032
37.746,-0.022
37.747,-0.01
37.748,0.011
37.749,0.016
37.75,0.013
37.751,0.014
37.752,0.012
37.753,0.004
37.754,-0.001
37.755,0.002
37.756,0.001
37.757,0.01
37.758,0.031
37.759,0.046
37.76,0.044
37.761,0.051
37.762,0.061
37.763,0.041
37.764,0.03
37.765,0.031
37.766,0.02
37.767,0.008
37.768,0.007
37.769,0.011
37.77,0.018
37.771,0.005
37.772,-0.008
37.773,-0.01
37.774,0.001
37.775,0.002
37.776,-0.005
37.777,-0.014
37.778,-0.03
37.779,-0.046
37.78,-0.048
37.781,-0.046
37.782,-0.056
37.783,-0.064
37.784,-0.064
37.785,-0.065
37.786,-0.052
37.787,-0.034
37.788,-0.037
37.789,-0.034
37.79,-0.037
37.791,-0.043
37.792,-0.031
37.793,-0.032
37.794,-0.032
37.795,-0.032
37.796,-0.037
37.797,-0.05
37.798,-0.063
37.799,-0.074
37.8,-0.075
37.801,-0.077
37.802,-0.084
37.803,-0.095
37.804,-0.098
37.805,-0.114
37.806,-0.133
37.807,-0.145
37.808,-0.15
37.809,-0.161
37.81,-0.168
37.811,-0.179
37.812,-0.186
37.813,-0.202
37.814,-0.207
37.815,-0.218
37.816,-0.224
37.817,-0.235
37.818,-0.253
37.819,-0.264
37.82,-0.254
37.821,-0.25
37.822,-0.246
37.823,-0.238
37.824,-0.235
37.825,-0.242
37.826,-0.244
37.827,-0.249
37.828,-0.242
37.829,-0.245
37.83,-0.276
37.831,-0.294
37.832,-0.303
37.833,-0.31
37.834,-0.312
37.835,-0.311
37.836,-0.295
37.837,-0.29
37.838,-0.291
37.839,-0.296
37.84,-0.302
37.841,-0.295
37.842,-0.303
37.843,-0.313
37.844,-0.307
37.845,-0.297
37.846,-0.279
37.847,-0.28
37.848,-0.294
37.849,-0.289
37.85,-0.287
37.851,-0.287
37.852,-0.289
37.853,-0.29
37.854,-0.293
37.855,-0.282
37.856,-0.278
37.857,-0.276
37.858,-0.282
37.859,-0.286
37.86,-0.285
37.861,-0.275
37.862,-0.256
37.863,-0.225
37.864,-0.203
37.865,-0.189
37.866,-0.187
37.867,-0.179
37.868,-0.167
37.869,-0.166
37.87,-0.161
37.871,-0.16
37.872,-0.155
37.873,-0.15
37.874,-0.149
37.875,-0.145
37.876,-0.134
37.877,-0.101
37.878,-0.152
37.879,-0.121
37.88,-0.112
37.881,-0.104
37.882,-0.085
37.883,-0.078
37.884,-0.066
37.885,-0.067
37.886,-0.066
37.887,-0.059
37.888,-0.045
37.889,-0.033
37.89,-0.04
37.891,-0.05
37.892,-0.05
37.893,-0.05
37.894,-0.045
37.895,-0.03
37.896,-0.031
37.897,-0.02
37.898,-0.01
37.899,0.002
37.9,0
37.901,-0.007
37.902,-0.001
37.903,0.007
37.904,0.001
37.905,0.01
37.906,0.029
37.907,0.034
37.908,0.038
37.909,0.043
37.91,0.046
37.911,0.044
37.912,0.044
37.913,0.054
37.914,0.068
37.915,0.079
37.916,0.088
37.917,0.091
37.918,0.099
37.919,0.082
37.92,0.071
37.921,0.071
37.922,0.068
37.923,0.07
37.924,0.074
37.925,0.077
37.926,0.078
37.927,0.09
37.928,0.098
37.929,0.09
37.93,0.091
37.931,0.092
37.932,0.104
37.933,0.114
37.934,0.105
37.935,0.091
37.936,0.094
37.937,0.096
37.938,0.104
37.939,0.112
37.94,0.127
37.941,0.138
37.942,0.14
37.943,0.136
37.944,0.125
37.945,0.127
37.946,0.123
37.947,0.127
37.948,0.136
37.949,0.142
37.95,0.139
37.951,0.133
37.952,0.134
37.953,0.14
37.954,0.131
37.955,0.13
37.956,0.135
37.957,0.142
37.958,0.132
37.959,0.134
37.96,0.136
37.961,0.13
37.962,0.119
37.963,0.117
37.964,0.112
37.965,0.112
37.966,0.106
37.967,0.105
37.968,0.105
37.969,0.1
37.97,0.103
37.971,0.105
37.972,0.106
37.973,0.118
37.974,0.112
37.975,0.121
37.976,0.123
37.977,0.113
37.978,0.097
37.979,0.083
37.98,0.078
37.981,0.073
37.982,0.069
37.983,0.077
37.984,0.084
37.985,0.079
37.986,0.084
37.987,0.085
37.988,0.081
37.989,0.09
37.99,0.082
37.991,0.087
37.992,0.09
37.993,0.085
37.994,0.09
37.995,0.098
37.996,0.092
37.997,0.093
37.998,0.086
37.999,0.071
38,0.077
38.001,0.083
38.002,0.086
38.003,0.091
38.004,0.089
38.005,0.09
38.006,0.092
38.007,0.091
38.008,0.076
38.009,0.074
38.01,0.086
38.011,0.083
38.012,0.081
38.013,0.073
38.014,0.072
38.015,0.071
38.016,0.059
38.017,0.051
38.018,0.041
38.019,0.032
38.02,0.013
38.021,0.007
38.022,0.007
38.023,0.007
38.024,0.022
38.025,0.019
38.026,0.032
38.027,0.029
38.028,0.028
38.029,0.039
38.03,0.052
38.031,0.055
38.032,0.06
38.033,0.062
38.034,0.067
38.035,0.063
38.036,0.06
38.037,0.062
38.038,0.06
38.039,0.065
38.04,0.06
38.041,0.059
38.042,0.056
38.043,0.052
38.044,0.047
38.045,0.034
38.046,0.026
38.047,0.041
38.048,0.035
38.049,0.033
38.05,0.031
38.051,0.021
38.052,0.022
38.053,0.017
38.054,0.009
38.055,-0.001
38.056,0.001
38.057,0.007
38.058,0.014
38.059,0.022
38.06,0.018
38.061,0.013
38.062,0.021
38.063,0.017
38.064,0.002
38.065,0.003
38.066,0.006
38.067,0.003
38.068,0.003
38.069,0.003
38.07,0.014
38.071,0.024
38.072,0.041
38.073,0.046
38.074,0.032
38.075,0.033
38.076,0.041
38.077,0.049
38.078,0.04
38.079,0.033
38.08,0.036
38.081,0.025
38.082,0.02
38.083,0.015
38.084,0.003
38.085,-0.002
38.086,0
38.087,0.001
38.088,0.006
38.089,0.01
38.09,0.012
38.091,0.006
38.092,0
38.093,-0.004
38.094,-0.003
38.095,-0.002
38.096,-0.003
38.097,-0.01
38.098,-0.02
38.099,-0.035
38.1,-0.038
38.101,-0.039
38.102,-0.043
38.103,-0.046
38.104,-0.044
38.105,-0.042
38.106,-0.042
38.107,-0.041
38.108,-0.034
38.109,-0.023
38.11,-0.014
38.111,0.004
38.112,0.01
38.113,0.012
38.114,0.011
38.115,0.021
38.116,0.023
38.117,0.016
38.118,0.022
38.119,0.022
38.12,0.041
38.121,0.046
38.122,0.045
38.123,0.04
38.124,0.028
38.125,0.017
38.126,0.008
38.127,0.018
38.128,0.025
38.129,0.03
38.13,0.039
38.131,0.033
38.132,0.032
38.133,0.033
38.134,0.026
38.135,0.014
38.136,0.008
38.137,0.003
38.138,0.006
38.139,0.006
38.14,0.001
38.141,0
38.142,0
38.143,-0.004
38.144,-0.009
38.145,-0.002
38.146,-0.006
38.147,0
38.148,-0.006
38.149,-0.027
38.15,-0.042
38.151,-0.046
38.152,-0.038
38.153,-0.029
38.154,-0.023
38.155,-0.02
38.156,-0.022
38.157,-0.013
38.158,0.002
38.159,0.006
38.16,0.011
38.161,0.013
38.162,0.003
38.163,-0.004
38.164,0.001
38.165,0.007
38.166,0.005
38.167,0.011
38.168,0.006
38.169,0.005
38.17,0.003
38.171,0.004
38.172,0
38.173,-0.012
38.174,-0.016
38.175,-0.018
38.176,-0.01
38.177,-0.003
38.178,-0.009
38.179,0
38.18,0.004
38.181,0.004
38.182,0.005
38.183,-0.004
38.184,-0.015
38.185,-0.015
38.186,-0.019
38.187,-0.01
38.188,-0.008
38.189,0.002
38.19,0.012
38.191,0.022
38.192,0.024
38.193,0.029
38.194,0.033
38.195,0.037
38.196,0.028
38.197,0.02
38.198,0.015
38.199,0.022
38.2,0.028
38.201,0.026
38.202,0.023
38.203,0.028
38.204,0.029
38.205,0.013
38.206,0.005
38.207,0.002
38.208,-0.003
38.209,0.005
38.21,0.02
38.211,0.02
38.212,0.016
38.213,0.025
38.214,0.025
38.215,0.03
38.216,0.034
38.217,0.031
38.218,0.028
38.219,0.026
38.22,0.028
38.221,0.019
38.222,0.023
38.223,0.024
38.224,0.031
38.225,0.052
38.226,0.076
38.227,0.091
38.228,0.085
38.229,0.056
38.23,0.069
38.231,0.059
38.232,0.044
38.233,0.042
38.234,0.052
38.235,0.039
38.236,0.031
38.237,0.04
38.238,0.032
38.239,-0.002
38.24,0.021
38.241,-0.037
38.242,-0.002
38.243,-0.021
38.244,-0.039
38.245,-0.049
38.246,-0.057
38.247,-0.047
38.248,-0.044
38.249,-0.055
38.25,-0.067
38.251,-0.067
38.252,-0.068
38.253,-0.066
38.254,-0.062
38.255,-0.059
38.256,-0.054
38.257,-0.05
38.258,-0.05
38.259,-0.05
38.26,-0.048
38.261,-0.048
38.262,-0.064
38.263,-0.069
38.264,-0.057
38.265,-0.053
38.266,-0.047
38.267,-0.043
38.268,-0.041
38.269,-0.056
38.27,-0.062
38.271,-0.06
38.272,-0.064
38.273,-0.056
38.274,-0.06
38.275,-0.055
38.276,-0.058
38.277,-0.062
38.278,-0.075
38.279,-0.089
38.28,-0.078
38.281,-0.086
38.282,-0.098
38.283,-0.098
38.284,-0.089
38.285,-0.077
38.286,-0.08
38.287,-0.075
38.288,-0.078
38.289,-0.085
38.29,-0.084
38.291,-0.071
38.292,-0.064
38.293,-0.078
38.294,-0.084
38.295,-0.078
38.296,-0.075
38.297,-0.08
38.298,-0.087
38.299,-0.083
38.3,-0.062
38.301,-0.072
38.302,-0.073
38.303,-0.067
38.304,-0.071
38.305,-0.083
38.306,-0.079
38.307,-0.074
38.308,-0.072
38.309,-0.055
38.31,-0.028
38.311,-0.003
38.312,0.007
38.313,0.014
38.314,0.009
38.315,0.017
38.316,0.016
38.317,-0.001
38.318,-0.017
38.319,-0.024
38.32,-0.009
38.321,-0.004
38.322,-0.004
38.323,-0.008
38.324,-0.018
38.325,-0.02
38.326,-0.012
38.327,-0.009
38.328,-0.01
38.329,-0.004
38.33,0.013
38.331,0.024
38.332,0.049
38.333,0.079
38.334,0.101
38.335,0.11
38.336,0.125
38.337,0.139
38.338,0.17
38.339,0.207
38.34,0.225
38.341,0.242
38.342,0.261
38.343,0.297
38.344,0.364
38.345,0.44
38.346,0.519
38.347,0.591
38.348,0.675
38.349,0.742
38.35,0.794
38.351,0.845
38.352,0.877
38.353,0.915
38.354,0.949
38.355,0.968
38.356,0.941
38.357,0.886
38.358,0.82
38.359,0.704
38.36,0.544
38.361,0.371
38.362,0.177
38.363,-0.033
38.364,-0.228
38.365,-0.453
38.366,-0.734
38.367,-1.063
38.368,-1.285
38.369,-1.41
38.37,-1.475
38.371,-1.522
38.372,-1.547
38.373,-1.558
38.374,-1.56
38.375,-1.539
38.376,-1.52
38.377,-1.492
38.378,-1.441
38.379,-1.407
38.38,-1.343
38.381,-1.257
38.382,-1.16
38.383,-1.054
38.384,-0.952
38.385,-0.836
38.386,-0.722
38.387,-0.63
38.388,-0.551
38.389,-0.491
38.39,-0.414
38.391,-0.344
38.392,-0.279
38.393,-0.216
38.394,-0.163
38.395,-0.109
38.396,-0.06
38.397,0.006
38.398,0.051
38.399,0.099
38.4,0.158
38.401,0.209
38.402,0.243
38.403,0.274
38.404,0.319
38.405,0.346
38.406,0.364
38.407,0.394
38.408,0.414
38.409,0.431
38.41,0.457
38.411,0.469
38.412,0.47
38.413,0.473
38.414,0.469
38.415,0.461
38.416,0.466
38.417,0.467
38.418,0.471
38.419,0.472
38.42,0.454
38.421,0.431
38.422,0.424
38.423,0.414
38.424,0.392
38.425,0.388
38.426,0.38
38.427,0.374
38.428,0.381
38.429,0.379
38.43,0.389
38.431,0.379
38.432,0.361
38.433,0.366
38.434,0.371
38.435,0.362
38.436,0.361
38.437,0.364
38.438,0.365
38.439,0.364
38.44,0.354
38.441,0.343
38.442,0.333
38.443,0.323
38.444,0.321
38.445,0.318
38.446,0.303
38.447,0.283
38.448,0.267
38.449,0.267
38.45,0.268
38.451,0.248
38.452,0.24
38.453,0.224
38.454,0.21
38.455,0.212
38.456,0.208
38.457,0.197
38.458,0.173
38.459,0.155
38.46,0.136
38.461,0.127
38.462,0.137
38.463,0.128
38.464,0.133
38.465,0.127
38.466,0.131
38.467,0.137
38.468,0.15
38.469,0.154
38.47,0.145
38.471,0.132
38.472,0.141
38.473,0.139
38.474,0.127
38.475,0.12
38.476,0.098
38.477,0.08
38.478,0.08
38.479,0.068
38.48,0.041
38.481,0.023
38.482,0.024
38.483,0.032
38.484,0.054
38.485,0.081
38.486,0.107
38.487,0.111
38.488,0.11
38.489,0.099
38.49,0.081
38.491,0.079
38.492,0.066
38.493,0.058
38.494,0.051
38.495,0.046
38.496,0.049
38.497,0.048
38.498,0.035
38.499,0.02
38.5,0.008
38.501,-0.003
38.502,0.009
38.503,0.002
38.504,-0.003
38.505,0.003
38.506,0.012
38.507,0.018
38.508,0.017
38.509,0.024
38.51,0.026
38.511,0.02
38.512,0.024
38.513,0.019
38.514,0.009
38.515,0.01
38.516,0.011
38.517,0.015
38.518,0.002
38.519,-0.002
38.52,-0.008
38.521,-0.023
38.522,-0.035
38.523,-0.04
38.524,-0.036
38.525,-0.034
38.526,-0.015
38.527,-0.003
38.528,-0.009
38.529,-0.025
38.53,-0.032
38.531,-0.037
38.532,-0.03
38.533,-0.033
38.534,-0.039
38.535,-0.036
38.536,-0.03
38.537,-0.039
38.538,-0.036
38.539,-0.039
38.54,-0.03
38.541,-0.032
38.542,-0.025
38.543,-0.028
38.544,-0.019
38.545,0
38.546,0.006
38.547,0
38.548,-0.015
38.549,-0.014
38.55,-0.002
38.551,-0.001
38.552,-0.003
38.553,0.004
38.554,0.01
38.555,0.02
38.556,0.012
38.557,0.019
38.558,0.022
38.559,0.006
38.56,-0.002
38.561,-0.017
38.562,-0.028
38.563,-0.017
38.564,-0.008
38.565,-0.005
38.566,-0.001
38.567,0.008
38.568,-0.003
38.569,0.001
38.57,0.016
38.571,0.023
38.572,0.027
38.573,0.026
38.574,0.035
38.575,0.04
38.576,0.044
38.577,0.033
38.578,0.032
38.579,0.033
38.58,0.027
38.581,0.014
38.582,0.022
38.583,0.018
38.584,0.016
38.585,0.008
38.586,0.012
38.587,0.011
38.588,0.005
38.589,0.013
38.59,0.006
38.591,-0.006
38.592,-0.014
38.593,-0.022
38.594,-0.022
38.595,-0.019
38.596,-0.014
38.597,-0.001
38.598,-0.002
38.599,-0.002
38.6,-0.007
38.601,-0.001
38.602,-0.001
38.603,0.039
38.604,-0.063
38.605,-0.03
38.606,-0.045
38.607,-0.04
38.608,-0.045
38.609,-0.043
38.61,-0.053
38.611,-0.069
38.612,-0.079
38.613,-0.088
38.614,-0.098
38.615,-0.106
38.616,-0.107
38.617,-0.124
38.618,-0.111
38.619,-0.092
38.62,-0.095
38.621,-0.08
38.622,-0.087
38.623,-0.106
38.624,-0.114
38.625,-0.107
38.626,-0.112
38.627,-0.115
38.628,-0.124
38.629,-0.142
38.63,-0.148
38.631,-0.155
38.632,-0.157
38.633,-0.176
38.634,-0.191
38.635,-0.197
38.636,-0.206
38.637,-0.202
38.638,-0.214
38.639,-0.216
38.64,-0.213
38.641,-0.215
38.642,-0.216
38.643,-0.22
38.644,-0.223
38.645,-0.233
38.646,-0.25
38.647,-0.262
38.648,-0.282
38.649,-0.299
38.65,-0.294
38.651,-0.276
38.652,-0.279
38.653,-0.293
38.654,-0.309
38.655,-0.312
38.656,-0.316
38.657,-0.307
38.658,-0.288
38.659,-0.266
38.66,-0.26
38.661,-0.262
38.662,-0.277
38.663,-0.28
38.664,-0.278
38.665,-0.26
38.666,-0.267
38.667,-0.264
38.668,-0.261
38.669,-0.272
38.67,-0.267
38.671,-0.252
38.672,-0.258
38.673,-0.27
38.674,-0.279
38.675,-0.268
38.676,-0.254
38.677,-0.244
38.678,-0.243
38.679,-0.243
38.68,-0.24
38.681,-0.237
38.682,-0.234
38.683,-0.23
38.684,-0.229
38.685,-0.221
38.686,-0.211
38.687,-0.214
38.688,-0.214
38.689,-0.206
38.69,-0.195
38.691,-0.192
38.692,-0.181
38.693,-0.165
38.694,-0.172
38.695,-0.167
38.696,-0.162
38.697,-0.17
38.698,-0.173
38.699,-0.183
38.7,-0.178
38.701,-0.159
38.702,-0.15
38.703,-0.139
38.704,-0.104
38.705,-0.1
38.706,-0.113
38.707,-0.099
38.708,-0.079
38.709,-0.059
38.71,-0.046
38.711,-0.035
38.712,-0.029
38.713,-0.031
38.714,-0.029
38.715,-0.02
38.716,-0.011
38.717,-0.023
38.718,-0.033
38.719,-0.046
38.72,-0.046
38.721,-0.041
38.722,-0.026
38.723,-0.002
38.724,0.002
38.725,0
38.726,0.029
38.727,0.045
38.728,0.042
38.729,0.043
38.73,0.048
38.731,0.057
38.732,0.051
38.733,0.048
38.734,0.058
38.735,0.076
38.736,0.094
38.737,0.096
38.738,0.091
38.739,0.091
38.74,0.082
38.741,0.077
38.742,0.075
38.743,0.075
38.744,0.092
38.745,0.107
38.746,0.108
38.747,0.1
38.748,0.1
38.749,0.092
38.75,0.096
38.751,0.104
38.752,0.096
38.753,0.095
38.754,0.095
38.755,0.092
38.756,0.092
38.757,0.093
38.758,0.094
38.759,0.099
38.76,0.108
38.761,0.112
38.762,0.104
38.763,0.104
38.764,0.101
38.765,0.102
38.766,0.108
38.767,0.104
38.768,0.11
38.769,0.11
38.77,0.107
38.771,0.109
38.772,0.114
38.773,0.129
38.774,0.131
38.775,0.125
38.776,0.118
38.777,0.108
38.778,0.103
38.779,0.1
38.78,0.097
38.781,0.101
38.782,0.102
38.783,0.104
38.784,0.111
38.785,0.12
38.786,0.126
38.787,0.134
38.788,0.129
38.789,0.124
38.79,0.138
38.791,0.122
38.792,0.103
38.793,0.104
38.794,0.105
38.795,0.104
38.796,0.109
38.797,0.112
38.798,0.118
38.799,0.114
38.8,0.12
38.801,0.126
38.802,0.127
38.803,0.117
38.804,0.111
38.805,0.099
38.806,0.086
38.807,0.086
38.808,0.086
38.809,0.087
38.81,0.07
38.811,0.057
38.812,0.055
38.813,0.057
38.814,0.057
38.815,0.05
38.816,0.063
38.817,0.066
38.818,0.081
38.819,0.076
38.82,0.086
38.821,0.119
38.822,0.121
38.823,0.115
38.824,0.103
38.825,0.104
38.826,0.095
38.827,0.087
38.828,0.096
38.829,0.087
38.83,0.078
38.831,0.073
38.832,0.072
38.833,0.076
38.834,0.072
38.835,0.064
38.836,0.06
38.837,0.063
38.838,0.059
38.839,0.055
38.84,0.044
38.841,0.027
38.842,0.022
38.843,0.037
38.844,0.044
38.845,0.045
38.846,0.048
38.847,0.063
38.848,0.065
38.849,0.058
38.85,0.056
38.851,0.045
38.852,0.045
38.853,0.034
38.854,0.031
38.855,0.031
38.856,0.038
38.857,0.03
38.858,0.032
38.859,0.033
38.86,0.042
38.861,0.049
38.862,0.029
38.863,0.034
38.864,0.04
38.865,0.042
38.866,0.04
38.867,0.034
38.868,0.048
38.869,0.064
38.87,0.065
38.871,0.067
38.872,0.056
38.873,0.055
38.874,0.059
38.875,0.061
38.876,0.06
38.877,0.05
38.878,0.043
38.879,0.039
38.88,0.041
38.881,0.039
38.882,0.043
38.883,0.032
38.884,0.025
38.885,0.026
38.886,0.021
38.887,0.023
38.888,0.03
38.889,0.021
38.89,0.002
38.891,0.004
38.892,0.005
38.893,0.003
38.894,0.001
38.895,-0.006
38.896,-0.006
38.897,-0.011
38.898,-0.014
38.899,-0.014
38.9,-0.005
38.901,-0.005
38.902,-0.013
38.903,0.003
38.904,0.012
38.905,0.015
38.906,0.015
38.907,0.018
38.908,0.011
38.909,0.017
38.91,0.023
38.911,0.029
38.912,0.029
38.913,0.012
38.914,-0.002
38.915,0.001
38.916,0.017
38.917,0.025
38.918,0.039
38.919,0.027
38.92,0.033
38.921,0.021
38.922,0.007
38.923,-0.001
38.924,0.015
38.925,0.039
38.926,0.029
38.927,0.024
38.928,0.034
38.929,0.032
38.93,0.025
38.931,0.004
38.932,0.002
38.933,0
38.934,-0.005
38.935,-0.008
38.936,-0.019
38.937,-0.024
38.938,-0.024
38.939,-0.028
38.94,-0.039
38.941,-0.043
38.942,-0.035
38.943,-0.03
38.944,-0.015
38.945,-0.012
38.946,-0.006
38.947,-0.004
38.948,-0.005
38.949,-0.01
38.95,-0.003
38.951,-0.003
38.952,-0.018
38.953,-0.007
38.954,0.003
38.955,0.004
38.956,0.021
38.957,0.023
38.958,0.02
38.959,0.013
38.96,0.01
38.961,0.016
38.962,0.019
38.963,0.007
38.964,-0.002
38.965,-0.002
38.966,0.05
38.967,-0.062
38.968,-0.018
38.969,-0.029
38.97,-0.033
38.971,-0.035
38.972,-0.019
38.973,-0.002
38.974,-0.024
38.975,-0.032
38.976,-0.027
38.977,-0.006
38.978,0
38.979,-0.014
38.98,-0.018
38.981,-0.014
38.982,-0.013
38.983,-0.02
38.984,-0.018
38.985,-0.007
38.986,0
38.987,0.013
38.988,0.027
38.989,0.026
38.99,0.031
38.991,0.036
38.992,0.023
38.993,0.014
38.994,0.007
38.995,0.005
38.996,-0.003
38.997,-0.007
38.998,-0.01
38.999,-0.016
39,-0.023
39.001,-0.02
39.002,-0.017
39.003,-0.006
39.004,0.011
39.005,0.012
39.006,-0.001
39.007,-0.005
39.008,0
39.009,0.009
39.01,-0.01
39.011,-0.013
39.012,-0.004
39.013,0.016
39.014,0.024
39.015,0.047
39.016,0.05
39.017,0.037
39.018,0.018
39.019,-0.002
39.02,-0.012
39.021,-0.011
39.022,-0.008
39.023,0.007
39.024,0.016
39.025,0.018
39.026,0.009
39.027,0.003
39.028,0.007
39.029,0.031
39.03,0.034
39.031,0.009
39.032,-0.004
39.033,-0.014
39.034,-0.007
39.035,0.005
39.036,0.002
39.037,0.02
39.038,0.04
39.039,0.058
39.04,0.07
39.041,0.062
39.042,0.048
39.043,0.039
39.044,0.027
39.045,0.023
39.046,0.027
39.047,0.047
39.048,0.057
39.049,0.058
39.05,0.049
39.051,0.059
39.052,0.069
39.053,0.072
39.054,0.066
39.055,0.056
39.056,0.047
39.057,0.031
39.058,0.024
39.059,0.027
39.06,0.012
39.061,0.004
39.062,-0.002
39.063,-0.017
39.064,-0.032
39.065,-0.04
39.066,-0.037
39.067,-0.049
39.068,-0.055
39.069,-0.053
39.07,-0.051
39.071,-0.036
39.072,-0.034
39.073,-0.04
39.074,-0.043
39.075,-0.051
39.076,-0.056
39.077,-0.052
39.078,-0.045
39.079,-0.037
39.08,-0.047
39.081,-0.053
39.082,-0.066
39.083,-0.068
39.084,-0.067
39.085,-0.055
39.086,-0.06
39.087,-0.067
39.088,-0.055
39.089,-0.048
39.09,-0.049
39.091,-0.048
39.092,-0.054
39.093,-0.052
39.094,-0.06
39.095,-0.066
39.096,-0.067
39.097,-0.07
