time,ECG
0.001,0.081
0.002,0.083
0.003,0.088
0.004,0.098
0.005,0.092
0.006,0.085
0.007,0.073
0.008,0.071
0.009,0.07
0.01,0.083
0.011,0.073
0.012,0.079
0.013,0.084
0.014,0.078
0.015,0.067
0.016,0.071
0.017,0.076
0.018,0.077
0.019,0.064
0.02,0.053
0.021,0.041
0.022,0.051
0.023,0.003
0.024,0.031
0.025,0.037
0.026,0.035
0.027,0.048
0.028,0.04
0.029,0.042
0.03,0.042
0.031,0.032
0.032,0.021
0.033,0.041
0.034,0.048
0.035,0.047
0.036,0.045
0.037,0.042
0.038,0.028
0.039,0.015
0.04,0.001
0.041,-0.012
0.042,-0.004
0.043,0.015
0.044,0.023
0.045,0.022
0.046,0.04
0.047,0.046
0.048,0.049
0.049,0.048
0.05,0.043
0.051,0.052
0.052,0.049
0.053,0.044
0.054,0.041
0.055,0.041
0.056,0.045
0.057,0.057
0.058,0.067
0.059,0.065
0.06,0.058
0.061,0.047
0.062,0.034
0.063,0.035
0.064,0.023
0.065,0.011
0.066,0.007
0.067,0.014
0.068,0.023
0.069,0.018
0.07,0.031
0.071,0.035
0.072,0.044
0.073,0.049
0.074,0.034
0.075,0.007
0.076,-0.003
0.077,-0.008
0.078,-0.011
0.079,-0.02
0.08,-0.028
0.081,-0.004
0.082,0.015
0.083,0.02
0.084,0.026
0.085,0.026
0.086,0.024
0.087,0.034
0.088,0.035
0.089,0.03
0.09,0.022
0.091,0.012
0.092,0.015
0.093,0.018
0.094,0.024
0.095,0.018
0.096,0.026
0.097,0.025
0.098,0.013
0.099,0.002
0.1,0.001
0.101,-0.01
0.102,-0.01
0.103,-0.004
0.104,0.008
0.105,0.015
0.106,0.015
0.107,0.015
0.108,0.015
0.109,0.018
0.11,0.019
0.111,0.003
0.112,-0.012
0.113,-0.014
0.114,-0.01
0.115,-0.022
0.116,-0.024
0.117,-0.029
0.118,-0.021
0.119,-0.019
0.12,-0.026
0.121,-0.009
0.122,-0.01
0.123,-0.006
0.124,-0.008
0.125,-0.031
0.126,-0.052
0.127,-0.057
0.128,-0.04
0.129,-0.02
0.13,0.007
0.131,0.014
0.132,0.01
0.133,0.006
0.134,0.012
0.135,-0.005
0.136,-0.002
0.137,0.009
0.138,0.023
0.139,0.036
0.14,0.052
0.141,0.061
0.142,0.056
0.143,0.048
0.144,0.048
0.145,0.038
0.146,0.029
0.147,0.033
0.148,0.02
0.149,0.001
0.15,-0.007
0.151,-0.009
0.152,-0.004
0.153,-0.012
0.154,-0.003
0.155,0.005
0.156,-0.003
0.157,0.012
0.158,0.006
0.159,-0.01
0.16,-0.002
0.161,0.015
0.162,0.017
0.163,0.021
0.164,0.022
0.165,0.015
0.166,0.016
0.167,0.001
0.168,-0.002
0.169,-0.009
0.17,-0.016
0.171,-0.018
0.172,-0.015
0.173,-0.004
0.174,0
0.175,-0.001
0.176,-0.001
0.177,-0.003
0.178,-0.012
0.179,-0.015
0.18,-0.013
0.181,-0.016
0.182,-0.029
0.183,-0.034
0.184,-0.028
0.185,-0.029
0.186,-0.027
0.187,-0.025
0.188,-0.025
0.189,-0.033
0.19,-0.038
0.191,-0.036
0.192,-0.012
0.193,-0.007
0.194,-0.02
0.195,-0.021
0.196,-0.014
0.197,-0.007
0.198,0.007
0.199,0.014
0.2,0.018
0.201,0.028
0.202,0.027
0.203,0.038
0.204,0.033
0.205,0.024
0.206,0.02
0.207,0.015
0.208,0.006
0.209,0
0.21,-0.002
0.211,0.002
0.212,0
0.213,-0.002
0.214,-0.012
0.215,-0.01
0.216,0.02
0.217,0.041
0.218,0.035
0.219,0.027
0.22,0.012
0.221,-0.001
0.222,-0.015
0.223,-0.02
0.224,-0.023
0.225,0
0.226,0.024
0.227,0.036
0.228,0.052
0.229,0.061
0.23,0.067
0.231,0.073
0.232,0.088
0.233,0.085
0.234,0.071
0.235,0.074
0.236,0.067
0.237,0.041
0.238,0.026
0.239,0.013
0.24,0.01
0.241,0.001
0.242,-0.01
0.243,-0.026
0.244,-0.033
0.245,-0.023
0.246,-0.025
0.247,-0.024
0.248,-0.024
0.249,-0.028
0.25,-0.024
0.251,-0.025
0.252,-0.021
0.253,-0.008
0.254,-0.005
0.255,-0.004
0.256,-0.013
0.257,-0.029
0.258,-0.042
0.259,-0.052
0.26,-0.052
0.261,-0.04
0.262,-0.04
0.263,-0.034
0.264,-0.028
0.265,-0.03
0.266,-0.037
0.267,-0.04
0.268,-0.038
0.269,-0.041
0.27,-0.039
0.271,-0.046
0.272,-0.048
0.273,-0.048
0.274,-0.04
0.275,-0.04
0.276,-0.045
0.277,-0.057
0.278,-0.061
0.279,-0.063
0.28,-0.078
0.281,-0.081
0.282,-0.087
0.283,-0.082
0.284,-0.088
0.285,-0.1
0.286,-0.1
0.287,-0.097
0.288,-0.104
0.289,-0.102
0.29,-0.079
0.291,-0.072
0.292,-0.072
0.293,-0.063
0.294,-0.035
0.295,-0.022
0.296,-0.01
0.297,0.002
0.298,0.005
0.299,0.009
0.3,-0.01
0.301,-0.016
0.302,-0.016
0.303,-0.01
0.304,-0.004
0.305,-0.001
0.306,0.002
0.307,0.014
0.308,0.021
0.309,0.023
0.31,0.017
0.311,0.013
0.312,0.01
0.313,0
0.314,-0.006
0.315,-0.005
0.316,0.011
0.317,0.022
0.318,0.028
0.319,0.031
0.32,0.033
0.321,0.029
0.322,0.026
0.323,0.027
0.324,0.028
0.325,0.026
0.326,0.035
0.327,0.044
0.328,0.052
0.329,0.08
0.33,0.1
0.331,0.101
0.332,0.111
0.333,0.12
0.334,0.128
0.335,0.15
0.336,0.174
0.337,0.201
0.338,0.232
0.339,0.278
0.34,0.35
0.341,0.422
0.342,0.51
0.343,0.58
0.344,0.662
0.345,0.738
0.346,0.806
0.347,0.869
0.348,0.907
0.349,0.939
0.35,0.954
0.351,0.971
0.352,0.961
0.353,0.912
0.354,0.826
0.355,0.713
0.356,0.553
0.357,0.382
0.358,0.166
0.359,-0.056
0.36,-0.275
0.361,-0.518
0.362,-0.824
0.363,-1.122
0.364,-1.325
0.365,-1.453
0.366,-1.507
0.367,-1.547
0.368,-1.568
0.369,-1.559
0.37,-1.553
0.371,-1.537
0.372,-1.499
0.373,-1.447
0.374,-1.424
0.375,-1.398
0.376,-1.352
0.377,-1.291
0.378,-1.189
0.379,-1.085
0.38,-0.977
0.381,-0.852
0.382,-0.736
0.383,-0.649
0.384,-0.576
0.385,-0.454
0.386,-0.443
0.387,-0.332
0.388,-0.264
0.389,-0.209
0.39,-0.153
0.391,-0.105
0.392,-0.061
0.393,-0.016
0.394,0.037
0.395,0.096
0.396,0.15
0.397,0.198
0.398,0.238
0.399,0.265
0.4,0.294
0.401,0.324
0.402,0.351
0.403,0.367
0.404,0.376
0.405,0.378
0.406,0.391
0.407,0.406
0.408,0.427
0.409,0.433
0.41,0.448
0.411,0.44
0.412,0.429
0.413,0.429
0.414,0.42
0.415,0.413
0.416,0.42
0.417,0.411
0.418,0.408
0.419,0.404
0.42,0.398
0.421,0.401
0.422,0.412
0.423,0.389
0.424,0.367
0.425,0.357
0.426,0.359
0.427,0.351
0.428,0.345
0.429,0.341
0.43,0.345
0.431,0.346
0.432,0.34
0.433,0.334
0.434,0.323
0.435,0.319
0.436,0.314
0.437,0.284
0.438,0.263
0.439,0.261
0.44,0.248
0.441,0.234
0.442,0.236
0.443,0.236
0.444,0.248
0.445,0.252
0.446,0.251
0.447,0.237
0.448,0.23
0.449,0.238
0.45,0.227
0.451,0.207
0.452,0.188
0.453,0.163
0.454,0.155
0.455,0.152
0.456,0.153
0.457,0.156
0.458,0.171
0.459,0.162
0.46,0.155
0.461,0.148
0.462,0.139
0.463,0.154
0.464,0.158
0.465,0.155
0.466,0.159
0.467,0.147
0.468,0.143
0.469,0.133
0.47,0.118
0.471,0.118
0.472,0.121
0.473,0.13
0.474,0.133
0.475,0.133
0.476,0.128
0.477,0.12
0.478,0.097
0.479,0.091
0.48,0.088
0.481,0.085
0.482,0.084
0.483,0.074
0.484,0.044
0.485,0.032
0.486,0.01
0.487,-0.002
0.488,-0.009
0.489,-0.004
0.49,-0.005
0.491,0.001
0.492,0.005
0.493,0.021
0.494,0.041
0.495,0.044
0.496,0.039
0.497,0.024
0.498,0.022
0.499,0.037
0.5,0.044
0.501,0.035
0.502,0.031
0.503,0.035
0.504,0.02
0.505,0.015
0.506,0.007
0.507,0.004
0.508,0.009
0.509,0
0.51,-0.015
0.511,-0.021
0.512,-0.031
0.513,-0.032
0.514,-0.048
0.515,-0.053
0.516,-0.029
0.517,-0.014
0.518,-0.006
0.519,0.001
0.52,0.004
0.521,-0.004
0.522,-0.003
0.523,0.002
0.524,0.001
0.525,-0.012
0.526,-0.037
0.527,-0.029
0.528,-0.025
0.529,-0.018
0.53,-0.031
0.531,-0.042
0.532,-0.026
0.533,-0.022
0.534,-0.018
0.535,-0.025
0.536,-0.016
0.537,-0.013
0.538,-0.023
0.539,-0.015
0.54,0
0.541,0.008
0.542,0.014
0.543,0.034
0.544,0.039
0.545,0.033
0.546,0.022
0.547,0.018
0.548,0.02
0.549,0.023
0.55,0.016
0.551,0.011
0.552,0.001
0.553,0.006
0.554,0.011
0.555,0.007
0.556,0.014
0.557,0.022
0.558,0.014
0.559,0.014
0.56,0.005
0.561,-0.006
0.562,-0.014
0.563,-0.027
0.564,-0.028
0.565,-0.021
0.566,-0.016
0.567,-0.008
0.568,-0.005
0.569,-0.008
0.57,0.003
0.571,0.022
0.572,0.029
0.573,0.027
0.574,0.023
0.575,0.022
0.576,0.025
0.577,0.034
0.578,0.036
0.579,0.039
0.58,0.044
0.581,0.055
0.582,0.054
0.583,0.044
0.584,0.039
0.585,0.041
0.586,0.049
0.587,0.044
0.588,0.033
0.589,0.027
0.59,0.023
0.591,0.02
0.592,0.018
0.593,0.02
0.594,0.019
0.595,0.008
0.596,0.007
0.597,0.002
0.598,0.004
0.599,-0.003
0.6,-0.016
0.601,-0.016
0.602,-0.019
0.603,-0.028
0.604,-0.037
0.605,-0.026
0.606,-0.014
0.607,-0.031
0.608,-0.045
0.609,-0.045
0.61,-0.043
0.611,-0.05
0.612,-0.059
0.613,-0.073
0.614,-0.079
0.615,-0.088
0.616,-0.092
0.617,-0.095
0.618,-0.101
0.619,-0.104
0.62,-0.124
0.621,-0.15
0.622,-0.152
0.623,-0.153
0.624,-0.174
0.625,-0.205
0.626,-0.215
0.627,-0.211
0.628,-0.214
0.629,-0.211
0.63,-0.222
0.631,-0.218
0.632,-0.211
0.633,-0.2
0.634,-0.2
0.635,-0.196
0.636,-0.184
0.637,-0.189
0.638,-0.202
0.639,-0.203
0.64,-0.202
0.641,-0.2
0.642,-0.205
0.643,-0.211
0.644,-0.226
0.645,-0.241
0.646,-0.242
0.647,-0.252
0.648,-0.273
0.649,-0.279
0.65,-0.288
0.651,-0.291
0.652,-0.289
0.653,-0.286
0.654,-0.269
0.655,-0.266
0.656,-0.28
0.657,-0.287
0.658,-0.277
0.659,-0.26
0.66,-0.271
0.661,-0.269
0.662,-0.271
0.663,-0.287
0.664,-0.299
0.665,-0.297
0.666,-0.288
0.667,-0.287
0.668,-0.287
0.669,-0.289
0.67,-0.287
0.671,-0.286
0.672,-0.276
0.673,-0.271
0.674,-0.266
0.675,-0.26
0.676,-0.252
0.677,-0.236
0.678,-0.223
0.679,-0.215
0.68,-0.213
0.681,-0.224
0.682,-0.23
0.683,-0.22
0.684,-0.209
0.685,-0.207
0.686,-0.194
0.687,-0.182
0.688,-0.181
0.689,-0.186
0.69,-0.189
0.691,-0.186
0.692,-0.174
0.693,-0.167
0.694,-0.161
0.695,-0.158
0.696,-0.155
0.697,-0.153
0.698,-0.139
0.699,-0.135
0.7,-0.13
0.701,-0.129
0.702,-0.116
0.703,-0.107
0.704,-0.098
0.705,-0.084
0.706,-0.085
0.707,-0.092
0.708,-0.1
0.709,-0.105
0.71,-0.097
0.711,-0.081
0.712,-0.072
0.713,-0.058
0.714,-0.049
0.715,-0.035
0.716,-0.033
0.717,-0.028
0.718,-0.013
0.719,-0.007
0.72,-0.009
0.721,-0.006
0.722,0.01
0.723,0.022
0.724,0.016
0.725,0.005
0.726,-0.012
0.727,-0.012
0.728,0.001
0.729,0.006
0.73,0.017
0.731,0.041
0.732,0.052
0.733,0.054
0.734,0.057
0.735,0.063
0.736,0.081
0.737,0.096
0.738,0.107
0.739,0.118
0.74,0.133
0.741,0.123
0.742,0.121
0.743,0.129
0.744,0.128
0.745,0.127
0.746,0.112
0.747,0.089
0.748,0.123
0.749,0.042
0.75,0.098
0.751,0.109
0.752,0.109
0.753,0.108
0.754,0.113
0.755,0.121
0.756,0.119
0.757,0.119
0.758,0.114
0.759,0.112
0.76,0.109
0.761,0.107
0.762,0.105
0.763,0.114
0.764,0.122
0.765,0.13
0.766,0.134
0.767,0.121
0.768,0.113
0.769,0.1
0.77,0.094
0.771,0.114
0.772,0.112
0.773,0.108
0.774,0.116
0.775,0.114
0.776,0.112
0.777,0.118
0.778,0.119
0.779,0.116
0.78,0.109
0.781,0.11
0.782,0.108
0.783,0.113
0.784,0.116
0.785,0.118
0.786,0.107
0.787,0.103
0.788,0.109
0.789,0.11
0.79,0.103
0.791,0.106
0.792,0.104
0.793,0.093
0.794,0.086
0.795,0.077
0.796,0.083
0.797,0.087
0.798,0.08
0.799,0.095
0.8,0.1
0.801,0.088
0.802,0.102
0.803,0.087
0.804,0.077
0.805,0.088
0.806,0.081
0.807,0.071
0.808,0.059
0.809,0.061
0.81,0.067
0.811,0.076
0.812,0.091
0.813,0.094
0.814,0.093
0.815,0.089
0.816,0.094
0.817,0.098
0.818,0.103
0.819,0.095
0.82,0.083
0.821,0.089
0.822,0.088
0.823,0.096
0.824,0.097
0.825,0.097
0.826,0.092
0.827,0.088
0.828,0.086
0.829,0.084
0.83,0.084
0.831,0.076
0.832,0.065
0.833,0.052
0.834,0.045
0.835,0.047
0.836,0.036
0.837,0.033
0.838,0.046
0.839,0.046
0.84,0.057
0.841,0.053
0.842,0.052
0.843,0.056
0.844,0.061
0.845,0.064
0.846,0.065
0.847,0.059
0.848,0.055
0.849,0.06
0.85,0.059
0.851,0.061
0.852,0.055
0.853,0.051
0.854,0.048
0.855,0.046
0.856,0.049
0.857,0.047
0.858,0.046
0.859,0.044
0.86,0.043
0.861,0.046
0.862,0.047
0.863,0.045
0.864,0.028
0.865,0.017
0.866,0.02
0.867,0.024
0.868,0.022
0.869,0.038
0.87,0.029
0.871,0.023
0.872,0.023
0.873,0.009
0.874,0.001
0.875,0.015
0.876,0.032
0.877,0.038
0.878,0.037
0.879,0.038
0.88,0.031
0.881,0.018
0.882,0.011
0.883,0.005
0.884,0.005
0.885,-0.001
0.886,-0.006
0.887,-0.008
0.888,-0.006
0.889,0.005
0.89,0.014
0.891,0.008
0.892,0.021
0.893,0.035
0.894,0.035
0.895,0.032
0.896,0.026
0.897,0.028
0.898,0.026
0.899,0.024
0.9,0.023
0.901,0.028
0.902,0.026
0.903,0.027
0.904,0.023
0.905,0.032
0.906,0.03
0.907,0.019
0.908,0.016
0.909,0.025
0.91,0.032
0.911,0.02
0.912,0.012
0.913,0.008
0.914,0.007
0.915,0.014
0.916,0.014
0.917,0.011
0.918,0.015
0.919,0.004
0.92,-0.005
0.921,-0.003
0.922,-0.003
0.923,-0.011
0.924,-0.002
0.925,0.018
0.926,0.011
0.927,-0.002
0.928,0.001
0.929,-0.009
0.93,-0.021
0.931,-0.013
0.932,-0.016
0.933,-0.004
0.934,0.015
0.935,0.031
0.936,0.055
0.937,0.052
0.938,0.035
0.939,0.023
0.94,0.024
0.941,0.02
0.942,0.019
0.943,0.018
0.944,0.013
0.945,0.006
0.946,0.007
0.947,0.012
0.948,0.012
0.949,0.003
0.95,0.002
0.951,-0.004
0.952,-0.011
0.953,-0.012
0.954,-0.009
0.955,-0.017
0.956,-0.006
0.957,0.001
0.958,-0.002
0.959,-0.006
0.96,-0.018
0.961,-0.017
0.962,-0.014
0.963,-0.013
0.964,-0.011
0.965,0.009
0.966,0.009
0.967,0.002
0.968,-0.002
0.969,-0.014
0.97,-0.027
0.971,-0.024
0.972,-0.016
0.973,-0.01
0.974,-0.003
0.975,0.002
0.976,0.007
0.977,0.016
0.978,0.029
0.979,0.04
0.98,0.047
0.981,0.046
0.982,0.03
0.983,0.019
0.984,0.02
0.985,0.021
0.986,0.022
0.987,0.012
0.988,0
0.989,-0.006
0.99,-0.006
0.991,-0.011
0.992,-0.009
0.993,-0.005
0.994,-0.009
0.995,-0.015
0.996,-0.018
0.997,-0.021
0.998,-0.019
0.999,-0.027
1,-0.031
1.001,-0.032
1.002,-0.035
1.003,-0.031
1.004,-0.026
1.005,-0.026
1.006,-0.019
1.007,-0.006
1.008,0
1.009,-0.003
1.01,-0.016
1.011,-0.016
1.012,-0.003
1.013,0.005
1.014,0.013
1.015,0.006
1.016,0.009
1.017,0.018
1.018,0.04
1.019,0.054
1.02,0.064
1.021,0.068
1.022,0.057
1.023,0.047
1.024,0.041
1.025,0.041
1.026,0.05
1.027,0.054
1.028,0.035
1.029,0.033
1.03,0.033
1.031,0.027
1.032,0.026
1.033,0.019
1.034,0.016
1.035,0.028
1.036,0.044
1.037,0.038
1.038,0.042
1.039,0.057
1.04,0.061
1.041,0.065
1.042,0.055
1.043,0.045
1.044,0.033
1.045,0.021
1.046,0.011
1.047,0.005
1.048,-0.014
1.049,-0.03
1.05,-0.035
1.051,-0.031
1.052,-0.032
1.053,-0.033
1.054,-0.025
1.055,-0.019
1.056,-0.018
1.057,-0.03
1.058,-0.042
1.059,-0.038
1.06,-0.044
1.061,-0.049
1.062,-0.043
1.063,-0.041
1.064,-0.03
1.065,-0.026
1.066,-0.029
1.067,-0.033
1.068,-0.053
1.069,-0.058
1.07,-0.058
1.071,-0.045
1.072,-0.037
1.073,-0.039
1.074,-0.051
1.075,-0.05
1.076,-0.052
1.077,-0.053
1.078,-0.036
1.079,-0.027
1.08,-0.029
1.081,-0.024
1.082,-0.027
1.083,-0.034
1.084,-0.046
1.085,-0.049
1.086,-0.042
1.087,-0.05
1.088,-0.049
1.089,-0.05
1.09,-0.042
1.091,-0.035
1.092,-0.024
1.093,-0.033
1.094,-0.04
1.095,-0.036
1.096,-0.037
1.097,-0.038
1.098,-0.051
1.099,-0.061
1.1,-0.067
1.101,-0.075
1.102,-0.081
1.103,-0.07
1.104,-0.066
1.105,-0.071
1.106,-0.072
1.107,-0.057
1.108,-0.048
1.109,-0.04
1.11,-0.031
1.111,0.031
1.112,-0.063
1.113,-0.016
1.114,-0.022
1.115,-0.03
1.116,-0.036
1.117,-0.037
1.118,-0.042
1.119,-0.04
1.12,-0.047
1.121,-0.038
1.122,-0.005
1.123,0.002
1.124,-0.009
1.125,-0.002
1.126,0.007
1.127,0.011
1.128,0.012
1.129,0.022
1.13,0.026
1.131,0.029
1.132,0.021
1.133,0.025
1.134,0.032
1.135,0.035
1.136,0.036
1.137,0.048
1.138,0.074
1.139,0.079
1.14,0.078
1.141,0.092
1.142,0.108
1.143,0.12
1.144,0.143
1.145,0.172
1.146,0.201
1.147,0.232
1.148,0.285
1.149,0.363
1.15,0.447
1.151,0.514
1.152,0.573
1.153,0.663
1.154,0.754
1.155,0.815
1.156,0.859
1.157,0.895
1.158,0.94
1.159,0.977
1.16,0.972
1.161,0.945
1.162,0.898
1.163,0.808
1.164,0.686
1.165,0.532
1.166,0.36
1.167,0.167
1.168,-0.033
1.169,-0.232
1.17,-0.472
1.171,-0.766
1.172,-1.082
1.173,-1.295
1.174,-1.438
1.175,-1.509
1.176,-1.567
1.177,-1.594
1.178,-1.583
1.179,-1.569
1.18,-1.547
1.181,-1.504
1.182,-1.457
1.183,-1.432
1.184,-1.403
1.185,-1.335
1.186,-1.249
1.187,-1.157
1.188,-1.058
1.189,-0.957
1.19,-0.835
1.191,-0.733
1.192,-0.65
1.193,-0.567
1.194,-0.508
1.195,-0.446
1.196,-0.378
1.197,-0.304
1.198,-0.24
1.199,-0.18
1.2,-0.123
1.201,-0.063
1.202,-0.011
1.203,0.046
1.204,0.112
1.205,0.181
1.206,0.221
1.207,0.256
1.208,0.283
1.209,0.318
1.21,0.348
1.211,0.371
1.212,0.397
1.213,0.41
1.214,0.409
1.215,0.424
1.216,0.44
1.217,0.443
1.218,0.429
1.219,0.42
1.22,0.424
1.221,0.429
1.222,0.415
1.223,0.394
1.224,0.391
1.225,0.402
1.226,0.41
1.227,0.41
1.228,0.408
1.229,0.408
1.23,0.405
1.231,0.399
1.232,0.392
1.233,0.383
1.234,0.376
1.235,0.375
1.236,0.368
1.237,0.366
1.238,0.363
1.239,0.353
1.24,0.345
1.241,0.334
1.242,0.326
1.243,0.317
1.244,0.313
1.245,0.32
1.246,0.318
1.247,0.3
1.248,0.275
1.249,0.262
1.25,0.252
1.251,0.239
1.252,0.236
1.253,0.231
1.254,0.236
1.255,0.24
1.256,0.235
1.257,0.222
1.258,0.22
1.259,0.223
1.26,0.228
1.261,0.222
1.262,0.205
1.263,0.197
1.264,0.191
1.265,0.18
1.266,0.185
1.267,0.174
1.268,0.17
1.269,0.166
1.27,0.161
1.271,0.151
1.272,0.148
1.273,0.142
1.274,0.136
1.275,0.131
1.276,0.127
1.277,0.118
1.278,0.111
1.279,0.114
1.28,0.11
1.281,0.097
1.282,0.085
1.283,0.072
1.284,0.065
1.285,0.061
1.286,0.062
1.287,0.064
1.288,0.061
1.289,0.059
1.29,0.056
1.291,0.064
1.292,0.055
1.293,0.056
1.294,0.073
1.295,0.063
1.296,0.056
1.297,0.054
1.298,0.035
1.299,0.012
1.3,-0.003
1.301,-0.002
1.302,-0.009
1.303,-0.015
1.304,-0.013
1.305,0.001
1.306,0.027
1.307,0.048
1.308,0.053
1.309,0.055
1.31,0.054
1.311,0.027
1.312,0.02
1.313,0.014
1.314,0.01
1.315,0.003
1.316,0.009
1.317,0.021
1.318,0.015
1.319,0.009
1.32,0.005
1.321,0
1.322,0
1.323,-0.001
1.324,0.003
1.325,0.004
1.326,0.002
1.327,-0.004
1.328,-0.005
1.329,-0.012
1.33,-0.014
1.331,-0.02
1.332,-0.023
1.333,-0.021
1.334,-0.02
1.335,-0.028
1.336,-0.025
1.337,-0.025
1.338,-0.03
1.339,-0.034
1.34,-0.043
1.341,-0.039
1.342,-0.036
1.343,-0.044
1.344,-0.028
1.345,-0.022
1.346,-0.011
1.347,-0.012
1.348,-0.007
1.349,-0.014
1.35,-0.011
1.351,-0.013
1.352,-0.019
1.353,-0.019
1.354,-0.013
1.355,0.004
1.356,0.019
1.357,0.016
1.358,0.019
1.359,0.021
1.36,0.022
1.361,0.005
1.362,-0.012
1.363,-0.027
1.364,-0.024
1.365,-0.016
1.366,-0.015
1.367,-0.002
1.368,0.008
1.369,-0.001
1.37,-0.007
1.371,-0.001
1.372,0.012
1.373,0.026
1.374,0.027
1.375,0.032
1.376,0.027
1.377,0.019
1.378,0.022
1.379,0.03
1.38,0.036
1.381,0.038
1.382,0.043
1.383,0.046
1.384,0.04
1.385,0.035
1.386,0.027
1.387,0.024
1.388,0.023
1.389,0.016
1.39,0.007
1.391,0.007
1.392,0.011
1.393,0.016
1.394,0.01
1.395,0.006
1.396,0.003
1.397,0.003
1.398,0.012
1.399,0.012
1.4,0.008
1.401,0.005
1.402,0.004
1.403,0.004
1.404,0.004
1.405,0.012
1.406,0.022
1.407,0.009
1.408,0
1.409,-0.006
1.41,-0.023
1.411,-0.025
1.412,-0.025
1.413,-0.031
1.414,-0.045
1.415,-0.051
1.416,-0.05
1.417,-0.046
1.418,-0.055
1.419,-0.059
1.42,-0.06
1.421,-0.063
1.422,-0.062
1.423,-0.062
1.424,-0.063
1.425,-0.075
1.426,-0.085
1.427,-0.092
1.428,-0.094
1.429,-0.087
1.43,-0.085
1.431,-0.077
1.432,-0.091
1.433,-0.106
1.434,-0.114
1.435,-0.121
1.436,-0.133
1.437,-0.146
1.438,-0.159
1.439,-0.168
1.44,-0.167
1.441,-0.179
1.442,-0.19
1.443,-0.2
1.444,-0.205
1.445,-0.21
1.446,-0.213
1.447,-0.21
1.448,-0.217
1.449,-0.219
1.45,-0.225
1.451,-0.239
1.452,-0.246
1.453,-0.257
1.454,-0.276
1.455,-0.298
1.456,-0.297
1.457,-0.305
1.458,-0.312
1.459,-0.305
1.46,-0.3
1.461,-0.312
1.462,-0.321
1.463,-0.318
1.464,-0.306
1.465,-0.302
1.466,-0.296
1.467,-0.297
1.468,-0.294
1.469,-0.287
1.47,-0.29
1.471,-0.301
1.472,-0.31
1.473,-0.312
1.474,-0.265
1.475,-0.362
1.476,-0.303
1.477,-0.302
1.478,-0.293
1.479,-0.296
1.48,-0.295
1.481,-0.286
1.482,-0.291
1.483,-0.287
1.484,-0.268
1.485,-0.243
1.486,-0.231
1.487,-0.229
1.488,-0.228
1.489,-0.229
1.49,-0.236
1.491,-0.243
1.492,-0.242
1.493,-0.217
1.494,-0.206
1.495,-0.199
1.496,-0.189
1.497,-0.187
1.498,-0.178
1.499,-0.163
1.5,-0.152
1.501,-0.15
1.502,-0.149
1.503,-0.144
1.504,-0.137
1.505,-0.121
1.506,-0.119
1.507,-0.132
1.508,-0.126
1.509,-0.123
1.51,-0.104
1.511,-0.096
1.512,-0.097
1.513,-0.082
1.514,-0.056
1.515,-0.042
1.516,-0.047
1.517,-0.04
1.518,-0.033
1.519,-0.037
1.52,-0.043
1.521,-0.051
1.522,-0.051
1.523,-0.035
1.524,-0.019
1.525,-0.012
1.526,-0.011
1.527,-0.009
1.528,-0.002
1.529,0.012
1.53,0.024
1.531,0.024
1.532,0.032
1.533,0.042
1.534,0.039
1.535,0.045
1.536,0.055
1.537,0.043
1.538,0.042
1.539,0.045
1.54,0.046
1.541,0.051
1.542,0.058
1.543,0.061
1.544,0.057
1.545,0.055
1.546,0.046
1.547,0.029
1.548,0.023
1.549,0.024
1.55,0.021
1.551,0.027
1.552,0.045
1.553,0.056
1.554,0.079
1.555,0.102
1.556,0.103
1.557,0.114
1.558,0.129
1.559,0.116
1.56,0.112
1.561,0.127
1.562,0.13
1.563,0.135
1.564,0.143
1.565,0.144
1.566,0.157
1.567,0.153
1.568,0.14
1.569,0.135
1.57,0.129
1.571,0.111
1.572,0.103
1.573,0.106
1.574,0.108
1.575,0.094
1.576,0.096
1.577,0.089
1.578,0.085
1.579,0.089
1.58,0.094
1.581,0.082
1.582,0.078
1.583,0.071
1.584,0.063
1.585,0.072
1.586,0.092
1.587,0.099
1.588,0.108
1.589,0.115
1.59,0.138
1.591,0.148
1.592,0.129
1.593,0.122
1.594,0.122
1.595,0.116
1.596,0.109
1.597,0.101
1.598,0.1
1.599,0.11
1.6,0.111
1.601,0.118
1.602,0.129
1.603,0.141
1.604,0.149
1.605,0.151
1.606,0.145
1.607,0.142
1.608,0.134
1.609,0.116
1.61,0.099
1.611,0.098
1.612,0.096
1.613,0.09
1.614,0.098
1.615,0.1
1.616,0.11
1.617,0.117
1.618,0.112
1.619,0.1
1.62,0.091
1.621,0.083
1.622,0.076
1.623,0.071
1.624,0.076
1.625,0.067
1.626,0.061
1.627,0.055
1.628,0.058
1.629,0.059
1.63,0.069
1.631,0.066
1.632,0.06
1.633,0.069
1.634,0.086
1.635,0.106
1.636,0.113
1.637,0.101
1.638,0.079
1.639,0.066
1.64,0.047
1.641,0.053
1.642,0.061
1.643,0.055
1.644,0.048
1.645,0.062
1.646,0.066
1.647,0.073
1.648,0.072
1.649,0.069
1.65,0.068
1.651,0.054
1.652,0.048
1.653,0.042
1.654,0.035
1.655,0.04
1.656,0.042
1.657,0.047
1.658,0.051
1.659,0.05
1.66,0.034
1.661,0.013
1.662,0.006
1.663,0.013
1.664,0.011
1.665,0.012
1.666,0.03
1.667,0.037
1.668,0.041
